"","SP500","DowJones","Nasdaq","FTSE100"
"2023-03-16",3960.28002929688,32246.55078125,11717.2802734375,7410
"2023-03-17",3916.63989257812,31861.98046875,11630.509765625,7335.39990234375
"2023-03-20",3951.57006835938,32244.580078125,11675.5400390625,7403.89990234375
"2023-03-21",4002.8701171875,32560.599609375,11860.1103515625,7536.2001953125
"2023-03-22",3936.96997070312,32030.109375,11669.9599609375,7566.7998046875
"2023-03-23",3948.71997070312,32105.25,11787.400390625,7499.60009765625
"2023-03-24",3970.98999023438,32237.529296875,11823.9599609375,7405.5
"2023-03-27",3977.53002929688,32432.080078125,11768.83984375,7471.7998046875
"2023-03-28",3971.27001953125,32394.25,11716.080078125,7484.2998046875
"2023-03-29",4027.81005859375,32717.599609375,11926.240234375,7564.2998046875
"2023-03-30",4050.830078125,32859.03125,12013.4697265625,7620.39990234375
"2023-03-31",4109.31005859375,33274.1484375,12221.91015625,7631.7001953125
"2023-04-03",4124.509765625,33601.1484375,12189.4501953125,7673
"2023-04-04",4100.60009765625,33402.37890625,12126.330078125,7634.5
"2023-04-05",4090.3798828125,33482.71875,11996.8603515625,7662.89990234375
"2023-04-06",4105.02001953125,33485.2890625,12087.9599609375,7741.60009765625
"2023-04-10",4109.10986328125,33586.51953125,12084.3603515625,NA
"2023-04-11",4108.93994140625,33684.7890625,12031.8798828125,7785.7001953125
"2023-04-12",4091.94995117188,33646.5,11929.33984375,7824.7998046875
"2023-04-13",4146.22021484375,34029.69140625,12166.26953125,7843.39990234375
"2023-04-14",4137.64013671875,33886.46875,12123.4697265625,7871.89990234375
"2023-04-17",4151.31982421875,33987.1796875,12157.7197265625,7879.5
"2023-04-18",4154.8701171875,33976.62890625,12153.41015625,7909.39990234375
"2023-04-19",4154.52001953125,33897.01171875,12157.23046875,7898.7998046875
"2023-04-20",4129.7900390625,33786.62109375,12059.5595703125,7902.60009765625
"2023-04-21",4133.52001953125,33808.9609375,12072.4599609375,7914.10009765625
"2023-04-24",4137.0400390625,33875.3984375,12037.2001953125,7912.2001953125
"2023-04-25",4071.6298828125,33530.828125,11799.16015625,7891.10009765625
"2023-04-26",4055.98999023438,33301.87109375,11854.349609375,7852.60009765625
"2023-04-27",4135.35009765625,33826.16015625,12142.240234375,7831.60009765625
"2023-04-28",4169.47998046875,34098.16015625,12226.580078125,7870.60009765625
"2023-05-01",4167.8701171875,34051.69921875,12212.599609375,NA
"2023-05-02",4119.580078125,33684.53125,12080.509765625,7773
"2023-05-03",4090.75,33414.23828125,12025.330078125,7788.39990234375
"2023-05-04",4061.21997070312,33127.73828125,11966.400390625,7702.60009765625
"2023-05-05",4136.25,33674.37890625,12235.41015625,7778.39990234375
"2023-05-08",4138.1201171875,33618.69140625,12256.919921875,NA
"2023-05-09",4119.169921875,33561.80859375,12179.5498046875,7764.10009765625
"2023-05-10",4137.64013671875,33531.328125,12306.4404296875,7741.2998046875
"2023-05-11",4130.6201171875,33309.51171875,12328.509765625,7730.60009765625
"2023-05-12",4124.080078125,33300.62109375,12284.740234375,7754.60009765625
"2023-05-15",4136.27978515625,33348.6015625,12365.2099609375,7777.7001953125
"2023-05-16",4109.89990234375,33012.140625,12343.0498046875,7751.10009765625
"2023-05-17",4158.77001953125,33420.76953125,12500.5703125,7723.2001953125
"2023-05-18",4198.0498046875,33535.91015625,12688.83984375,7742.2998046875
"2023-05-19",4191.97998046875,33426.62890625,12657.900390625,7756.89990234375
"2023-05-22",4192.6298828125,33286.578125,12720.7802734375,7771
"2023-05-23",4145.580078125,33055.51171875,12560.25,7763
"2023-05-24",4115.240234375,32799.921875,12484.16015625,7627.10009765625
"2023-05-25",4151.27978515625,32764.650390625,12698.08984375,7570.89990234375
"2023-05-26",4205.4501953125,33093.33984375,12975.6904296875,7627.2001953125
"2023-05-30",4205.52001953125,33042.78125,13017.4296875,7522.10009765625
"2023-05-31",4179.830078125,32908.26953125,12935.2900390625,7446.10009765625
"2023-06-01",4221.02001953125,33061.5703125,13100.98046875,7490.2998046875
"2023-06-02",4282.3701171875,33762.76171875,13240.76953125,7607.2998046875
"2023-06-05",4273.7900390625,33562.859375,13229.4296875,7600
"2023-06-06",4283.85009765625,33573.28125,13276.419921875,7628.10009765625
"2023-06-07",4267.52001953125,33665.01953125,13104.900390625,7624.2998046875
"2023-06-08",4293.93017578125,33833.609375,13238.51953125,7599.7001953125
"2023-06-09",4298.85986328125,33876.78125,13259.1396484375,7562.39990234375
"2023-06-12",4338.93017578125,34066.328125,13461.919921875,7570.7001953125
"2023-06-13",4369.009765625,34212.12109375,13573.3203125,7594.7998046875
"2023-06-14",4372.58984375,33979.328125,13626.48046875,7602.7001953125
"2023-06-15",4425.83984375,34408.05859375,13782.8203125,7628.2998046875
"2023-06-16",4409.58984375,34299.12109375,13689.5703125,7642.7001953125
"2023-06-19",NA,NA,NA,7588.5
"2023-06-20",4388.7099609375,34053.87109375,13667.2900390625,7569.2998046875
"2023-06-21",4365.68994140625,33951.51953125,13502.2001953125,7559.2001953125
"2023-06-22",4381.89013671875,33946.7109375,13630.6103515625,7502
"2023-06-23",4348.330078125,33727.4296875,13492.51953125,7461.89990234375
"2023-06-26",4328.81982421875,33714.7109375,13335.7802734375,7453.60009765625
"2023-06-27",4378.41015625,33926.73828125,13555.669921875,7461.5
"2023-06-28",4376.85986328125,33852.66015625,13591.75,7500.5
"2023-06-29",4396.43994140625,34122.421875,13591.330078125,7471.7001953125
"2023-06-30",4450.3798828125,34407.6015625,13787.919921875,7531.5
"2023-07-03",4455.58984375,34418.46875,13816.76953125,7527.2998046875
"2023-07-04",NA,NA,NA,7519.7001953125
"2023-07-05",4446.81982421875,34288.640625,13791.650390625,7442.10009765625
"2023-07-06",4411.58984375,33922.26171875,13679.0400390625,7280.5
"2023-07-07",4398.9501953125,33734.87890625,13660.7197265625,7256.89990234375
"2023-07-10",4409.52978515625,33944.3984375,13685.48046875,7273.7998046875
"2023-07-11",4439.259765625,34261.421875,13760.7001953125,7282.5
"2023-07-12",4472.16015625,34347.4296875,13918.9599609375,7416.10009765625
"2023-07-13",4510.0400390625,34395.140625,14138.5703125,7440.2001953125
"2023-07-14",4505.419921875,34509.03125,14113.7001953125,7434.60009765625
"2023-07-17",4522.7900390625,34585.3515625,14244.9501953125,7406.39990234375
"2023-07-18",4554.97998046875,34951.9296875,14353.6396484375,7453.7001953125
"2023-07-19",4565.72021484375,35061.2109375,14358.01953125,7588.2001953125
"2023-07-20",4534.8701171875,35225.1796875,14063.3095703125,7646.10009765625
"2023-07-21",4536.33984375,35227.69140625,14032.8095703125,7663.7001953125
"2023-07-24",4554.64013671875,35411.23828125,14058.8701171875,7678.60009765625
"2023-07-25",4567.4599609375,35438.0703125,14144.5595703125,7691.7998046875
"2023-07-26",4566.75,35520.12109375,14127.2802734375,7676.89990234375
"2023-07-27",4537.41015625,35282.71875,14050.1103515625,7692.7998046875
"2023-07-28",4582.22998046875,35459.2890625,14316.66015625,7694.2998046875
"2023-07-31",4588.9599609375,35559.53125,14346.01953125,7699.39990234375
"2023-08-01",4576.72998046875,35630.6796875,14283.91015625,7666.2998046875
"2023-08-02",4513.39013671875,35282.51953125,13973.4501953125,7561.60009765625
"2023-08-03",4501.89013671875,35215.890625,13959.7197265625,7529.2001953125
"2023-08-04",4478.02978515625,35065.62109375,13909.240234375,7564.39990234375
"2023-08-07",4518.43994140625,35473.12890625,13994.400390625,7554.5
"2023-08-08",4499.3798828125,35314.48828125,13884.3203125,7527.39990234375
"2023-08-09",4467.7099609375,35123.359375,13722.01953125,7587.2998046875
"2023-08-10",4468.830078125,35176.1484375,13737.990234375,7618.60009765625
"2023-08-11",4464.0498046875,35281.3984375,13644.849609375,7524.2001953125
"2023-08-14",4489.72021484375,35307.62890625,13788.330078125,7507.2001953125
"2023-08-15",4437.85986328125,34946.390625,13631.0498046875,7389.60009765625
"2023-08-16",4404.330078125,34765.73828125,13474.6298828125,7356.89990234375
"2023-08-17",4370.35986328125,34474.828125,13316.9296875,7310.2001953125
"2023-08-18",4369.7099609375,34500.66015625,13290.7802734375,7262.39990234375
"2023-08-21",4399.77001953125,34463.69140625,13497.58984375,7257.7998046875
"2023-08-22",4387.5498046875,34288.828125,13505.8701171875,7270.7998046875
"2023-08-23",4436.009765625,34472.98046875,13721.0302734375,7320.5
"2023-08-24",4376.31005859375,34099.421875,13463.9697265625,7333.60009765625
"2023-08-25",4405.7099609375,34346.8984375,13590.650390625,7338.60009765625
"2023-08-28",4433.31005859375,34559.98046875,13705.1298828125,NA
"2023-08-29",4497.6298828125,34852.671875,13943.759765625,7465
"2023-08-30",4514.8701171875,34890.23828125,14019.3095703125,7473.7001953125
"2023-08-31",4507.66015625,34721.91015625,14034.9697265625,7439.10009765625
"2023-09-01",4515.77001953125,34837.7109375,14031.8095703125,7464.5
"2023-09-04",NA,NA,NA,7452.7998046875
"2023-09-05",4496.830078125,34641.96875,14020.9501953125,7437.89990234375
"2023-09-06",4465.47998046875,34443.19140625,13872.4697265625,7426.10009765625
"2023-09-07",4451.14013671875,34500.73046875,13748.830078125,7441.7001953125
"2023-09-08",4457.490234375,34576.58984375,13761.5302734375,7478.2001953125
"2023-09-11",4487.4599609375,34663.71875,13917.8896484375,7496.89990234375
"2023-09-12",4461.89990234375,34645.98828125,13773.6103515625,7527.5
"2023-09-13",4467.43994140625,34575.53125,13813.58984375,7526
"2023-09-14",4505.10009765625,34907.109375,13926.0498046875,7673.10009765625
"2023-09-15",4450.31982421875,34618.23828125,13708.330078125,7711.39990234375
"2023-09-18",4453.52978515625,34624.30078125,13710.240234375,7652.89990234375
"2023-09-19",4443.9501953125,34517.73046875,13678.1904296875,7660.2001953125
"2023-09-20",4402.2001953125,34440.87890625,13469.1298828125,7731.7001953125
"2023-09-21",4330,34070.421875,13223.98046875,7678.60009765625
"2023-09-22",4320.06005859375,33963.83984375,13211.8095703125,7683.89990234375
"2023-09-25",4337.43994140625,34006.87890625,13271.3203125,7624
"2023-09-26",4273.52978515625,33618.87890625,13063.6103515625,7625.7001953125
"2023-09-27",4274.509765625,33550.26953125,13092.849609375,7593.2001953125
"2023-09-28",4299.7001953125,33666.33984375,13201.2802734375,7601.89990234375
"2023-09-29",4288.0498046875,33507.5,13219.3203125,7608.10009765625
"2023-10-02",4288.39013671875,33433.3515625,13307.76953125,7510.7001953125
"2023-10-03",4229.4501953125,33002.37890625,13059.4697265625,7470.2001953125
"2023-10-04",4263.75,33129.55078125,13236.009765625,7412.5
"2023-10-05",4258.18994140625,33119.5703125,13219.830078125,7451.5
"2023-10-06",4308.5,33407.578125,13431.33984375,7494.60009765625
