symbol,date,price
U6RATE,2005-11-01,8.7
U6RATE,2005-12-01,8.6
U6RATE,2006-01-01,8.4
U6RATE,2006-02-01,8.4
U6RATE,2006-03-01,8.2
U6RATE,2006-04-01,8.1
U6RATE,2006-05-01,8.2
U6RATE,2006-06-01,8.4
U6RATE,2006-07-01,8.5
U6RATE,2006-08-01,8.4
U6RATE,2006-09-01,8
U6RATE,2006-10-01,8.2
U6RATE,2006-11-01,8.1
U6RATE,2006-12-01,7.9
U6RATE,2007-01-01,8.3
U6RATE,2007-02-01,8.1
U6RATE,2007-03-01,8
U6RATE,2007-04-01,8.2
U6RATE,2007-05-01,8.2
U6RATE,2007-06-01,8.3
U6RATE,2007-07-01,8.4
U6RATE,2007-08-01,8.4
U6RATE,2007-09-01,8.4
U6RATE,2007-10-01,8.4
U6RATE,2007-11-01,8.5
U6RATE,2007-12-01,8.8
U6RATE,2008-01-01,9.1
U6RATE,2008-02-01,9
U6RATE,2008-03-01,9.1
U6RATE,2008-04-01,9.2
U6RATE,2008-05-01,9.7
U6RATE,2008-06-01,10
U6RATE,2008-07-01,10.5
U6RATE,2008-08-01,10.8
U6RATE,2008-09-01,11.1
U6RATE,2008-10-01,11.8
U6RATE,2008-11-01,12.7
U6RATE,2008-12-01,13.6
U6RATE,2009-01-01,14.1
U6RATE,2009-02-01,15.1
U6RATE,2009-03-01,15.8
U6RATE,2009-04-01,15.9
U6RATE,2009-05-01,16.5
U6RATE,2009-06-01,16.5
U6RATE,2009-07-01,16.4
U6RATE,2009-08-01,16.7
U6RATE,2009-09-01,16.7
U6RATE,2009-10-01,17.1
U6RATE,2009-11-01,17.1
U6RATE,2009-12-01,17.2
U6RATE,2010-01-01,16.6
U6RATE,2010-02-01,17
U6RATE,2010-03-01,17.1
U6RATE,2010-04-01,17.2
U6RATE,2010-05-01,16.7
U6RATE,2010-06-01,16.4
U6RATE,2010-07-01,16.4
U6RATE,2010-08-01,16.5
U6RATE,2010-09-01,16.9
U6RATE,2010-10-01,16.6
U6RATE,2010-11-01,16.9
U6RATE,2010-12-01,16.6
U6RATE,2011-01-01,16.1
U6RATE,2011-02-01,16
U6RATE,2011-03-01,16
U6RATE,2011-04-01,16.1
U6RATE,2011-05-01,15.9
U6RATE,2011-06-01,16.1
U6RATE,2011-07-01,15.9
U6RATE,2011-08-01,16.1
U6RATE,2011-09-01,16.4
U6RATE,2011-10-01,15.8
U6RATE,2011-11-01,15.6
U6RATE,2011-12-01,15.2
U6RATE,2012-01-01,15.1
U6RATE,2012-02-01,15
U6RATE,2012-03-01,14.6
U6RATE,2012-04-01,14.7
U6RATE,2012-05-01,14.8
U6RATE,2012-06-01,14.7
U6RATE,2012-07-01,14.7
U6RATE,2012-08-01,14.6
U6RATE,2012-09-01,14.8
U6RATE,2012-10-01,14.4
U6RATE,2012-11-01,14.4
U6RATE,2012-12-01,14.4
U6RATE,2013-01-01,14.5
U6RATE,2013-02-01,14.3
U6RATE,2013-03-01,13.9
U6RATE,2013-04-01,14
U6RATE,2013-05-01,13.9
U6RATE,2013-06-01,14.2
U6RATE,2013-07-01,13.8
U6RATE,2013-08-01,13.6
U6RATE,2013-09-01,13.5
U6RATE,2013-10-01,13.6
U6RATE,2013-11-01,13.1
U6RATE,2013-12-01,13.1
U6RATE,2014-01-01,12.6
U6RATE,2014-02-01,12.6
U6RATE,2014-03-01,12.7
U6RATE,2014-04-01,12.3
U6RATE,2014-05-01,12.3
U6RATE,2014-06-01,12
U6RATE,2014-07-01,12.1
U6RATE,2014-08-01,12
U6RATE,2014-09-01,11.7
U6RATE,2014-10-01,11.5
U6RATE,2014-11-01,11.4
U6RATE,2014-12-01,11.2
U6RATE,2015-01-01,11.2
U6RATE,2015-02-01,10.9
U6RATE,2015-03-01,10.9
U6RATE,2015-04-01,10.9
U6RATE,2015-05-01,10.9
U6RATE,2015-06-01,10.4
U6RATE,2015-07-01,10.3
U6RATE,2015-08-01,10.2
U6RATE,2015-09-01,10
U6RATE,2015-10-01,9.8
U6RATE,2015-11-01,10
U6RATE,2015-12-01,9.9
U6RATE,2016-01-01,9.7
U6RATE,2016-02-01,9.6
U6RATE,2016-03-01,9.8
U6RATE,2016-04-01,9.9
U6RATE,2016-05-01,9.9
U6RATE,2016-06-01,9.5
U6RATE,2016-07-01,9.6
U6RATE,2016-08-01,9.6
U6RATE,2016-09-01,9.7
U6RATE,2016-10-01,9.6
U6RATE,2016-11-01,9.4
U6RATE,2016-12-01,9.2
U6RATE,2017-01-01,9.2
U6RATE,2017-02-01,9
U6RATE,2017-03-01,8.8
U6RATE,2017-04-01,8.6
U6RATE,2017-05-01,8.5
U6RATE,2017-06-01,8.5
U6RATE,2017-07-01,8.5
U6RATE,2017-08-01,8.6
U6RATE,2017-09-01,8.3
U6RATE,2017-10-01,8.1
U6RATE,2017-11-01,8
U6RATE,2017-12-01,8.1
U6RATE,2018-01-01,8
U6RATE,2018-02-01,8.1
U6RATE,2018-03-01,8
U6RATE,2018-04-01,7.9
U6RATE,2018-05-01,7.8
U6RATE,2018-06-01,7.8
U6RATE,2018-07-01,7.5
U6RATE,2018-08-01,7.4
U6RATE,2018-09-01,7.5
U6RATE,2018-10-01,7.5
U6RATE,2018-11-01,7.6
U6RATE,2018-12-01,7.6
U6RATE,2019-01-01,8
U6RATE,2019-02-01,7.2
U6RATE,2019-03-01,7.4
U6RATE,2019-04-01,7.4
U6RATE,2019-05-01,7.1
U6RATE,2019-06-01,7.2
U6RATE,2019-07-01,6.9
U6RATE,2019-08-01,7.2
U6RATE,2019-09-01,6.9
U6RATE,2019-10-01,6.9
U6RATE,2019-11-01,6.8
U6RATE,2019-12-01,6.8
U6RATE,2020-01-01,7
U6RATE,2020-02-01,7
U6RATE,2020-03-01,8.8
U6RATE,2020-04-01,22.9
U6RATE,2020-05-01,21.1
U6RATE,2020-06-01,18
U6RATE,2020-07-01,16.5
U6RATE,2020-08-01,14.2
U6RATE,2020-09-01,12.8
U6RATE,2020-10-01,12.1
U6RATE,2020-11-01,11.9
U6RATE,2020-12-01,11.7
U6RATE,2021-01-01,11.2
U6RATE,2021-02-01,11.1
U6RATE,2021-03-01,10.8
U6RATE,2021-04-01,10.3
U6RATE,2021-05-01,10.1
U6RATE,2021-06-01,9.8
U6RATE,2021-07-01,9.2
U6RATE,2021-08-01,8.8
U6RATE,2021-09-01,8.4
U6RATE,2021-10-01,8.2
U6RATE,2021-11-01,7.7
U6RATE,2021-12-01,7.3
U6RATE,2022-01-01,7.1
U6RATE,2022-02-01,7.2
U6RATE,2022-03-01,7
U6RATE,2022-04-01,7
U6RATE,2022-05-01,7.1
U6RATE,2022-06-01,6.7
U6RATE,2022-07-01,6.8
U6RATE,2022-08-01,6.9
U6RATE,2022-09-01,6.7
U6RATE,2022-10-01,6.7
U6RATE,2022-11-01,6.7
U6RATE,2022-12-01,6.6
U6RATE,2023-01-01,6.7
U6RATE,2023-02-01,6.8
U6RATE,2023-03-01,6.7
U6RATE,2023-04-01,6.6
U6RATE,2023-05-01,6.7
U6RATE,2023-06-01,6.9
U6RATE,2023-07-01,6.7
U6RATE,2023-08-01,7.1
U6RATE,2023-09-01,7
U6RATE,2023-10-01,7.2
U6RATE,2023-11-01,7
U6RATE,2023-12-01,7.2
U6RATE,2024-01-01,7.2
U6RATE,2024-02-01,7.3
U6RATE,2024-03-01,7.3
U6RATE,2024-04-01,7.4
U6RATE,2024-05-01,7.4
U6RATE,2024-06-01,7.4
U6RATE,2024-07-01,7.8
U6RATE,2024-08-01,7.8
U6RATE,2024-09-01,7.7
U6RATE,2024-10-01,7.7
U6RATE,2024-11-01,7.7
U6RATE,2024-12-01,7.6
U6RATE,2025-01-01,7.5
U6RATE,2025-02-01,8
U6RATE,2025-03-01,7.9
U6RATE,2025-04-01,7.8
U6RATE,2025-05-01,7.8
U6RATE,2025-06-01,7.7
U6RATE,2025-07-01,7.9
U6RATE,2025-08-01,8.1
U6RATE,2025-09-01,8.1
U6RATE,2025-10-01,NA
U6RATE,2025-11-01,8.7
U6RATE,2025-12-01,8.4
U6RATE,2026-01-01,8.1
U6RATE,2026-02-01,7.9
U6RATE,2026-03-01,8
