symbol,date,price
GDPC1,1947-01-01,2182.681
GDPC1,1947-04-01,2176.892
GDPC1,1947-07-01,2172.432
GDPC1,1947-10-01,2206.452
GDPC1,1948-01-01,2239.682
GDPC1,1948-04-01,2276.69
GDPC1,1948-07-01,2289.77
GDPC1,1948-10-01,2292.364
GDPC1,1949-01-01,2260.807
GDPC1,1949-04-01,2253.128
GDPC1,1949-07-01,2276.424
GDPC1,1949-10-01,2257.352
GDPC1,1950-01-01,2346.104
GDPC1,1950-04-01,2417.682
GDPC1,1950-07-01,2511.127
GDPC1,1950-10-01,2559.214
GDPC1,1951-01-01,2593.967
GDPC1,1951-04-01,2638.898
GDPC1,1951-07-01,2693.259
GDPC1,1951-10-01,2699.156
GDPC1,1952-01-01,2727.954
GDPC1,1952-04-01,2733.8
GDPC1,1952-07-01,2753.517
GDPC1,1952-10-01,2843.941
GDPC1,1953-01-01,2896.811
GDPC1,1953-04-01,2919.206
GDPC1,1953-07-01,2902.785
GDPC1,1953-10-01,2858.845
GDPC1,1954-01-01,2845.192
GDPC1,1954-04-01,2848.305
GDPC1,1954-07-01,2880.482
GDPC1,1954-10-01,2936.852
GDPC1,1955-01-01,3020.746
GDPC1,1955-04-01,3069.91
GDPC1,1955-07-01,3111.379
GDPC1,1955-10-01,3130.068
GDPC1,1956-01-01,3117.922
GDPC1,1956-04-01,3143.694
GDPC1,1956-07-01,3140.874
GDPC1,1956-10-01,3192.57
GDPC1,1957-01-01,3213.011
GDPC1,1957-04-01,3205.97
GDPC1,1957-07-01,3237.386
GDPC1,1957-10-01,3203.894
GDPC1,1958-01-01,3120.724
GDPC1,1958-04-01,3141.224
GDPC1,1958-07-01,3213.884
GDPC1,1958-10-01,3289.032
GDPC1,1959-01-01,3352.129
GDPC1,1959-04-01,3427.667
GDPC1,1959-07-01,3430.057
GDPC1,1959-10-01,3439.832
GDPC1,1960-01-01,3517.181
GDPC1,1960-04-01,3498.246
GDPC1,1960-07-01,3515.385
GDPC1,1960-10-01,3470.278
GDPC1,1961-01-01,3493.703
GDPC1,1961-04-01,3553.021
GDPC1,1961-07-01,3621.252
GDPC1,1961-10-01,3692.289
GDPC1,1962-01-01,3758.147
GDPC1,1962-04-01,3792.149
GDPC1,1962-07-01,3838.776
GDPC1,1962-10-01,3851.421
GDPC1,1963-01-01,3893.482
GDPC1,1963-04-01,3937.183
GDPC1,1963-07-01,4023.755
GDPC1,1963-10-01,4050.147
GDPC1,1964-01-01,4135.553
GDPC1,1964-04-01,4180.592
GDPC1,1964-07-01,4245.918
GDPC1,1964-10-01,4259.046
GDPC1,1965-01-01,4362.111
GDPC1,1965-04-01,4417.225
GDPC1,1965-07-01,4515.427
GDPC1,1965-10-01,4619.458
GDPC1,1966-01-01,4731.888
GDPC1,1966-04-01,4748.046
GDPC1,1966-07-01,4788.254
GDPC1,1966-10-01,4827.537
GDPC1,1967-01-01,4870.299
GDPC1,1967-04-01,4873.287
GDPC1,1967-07-01,4919.392
GDPC1,1967-10-01,4956.477
GDPC1,1968-01-01,5057.553
GDPC1,1968-04-01,5142.033
